business_age_years,daily_upi_sales,utility_bill_score,supplier_repay_score,loan_to_revenue_ratio,biz_type_encoded,city_tier,purpose_encoded,monthly_upi,has_digital_payment,tenure_score,repaid_on_time
18.9,6184,3,3,2.329,7,2,0,160784,0,1.0,1
6.9,3219,3,2,1.833,0,2,3,83694,1,0.46,1
3.8,1757,2,2,0.436,8,2,4,45682,1,0.253,0
2.1,9481,4,3,1.262,6,1,5,246506,1,0.14,1
1.5,8487,4,3,1.964,10,2,3,220662,0,0.1,0
4.5,11685,3,2,1.426,2,1,1,303810,1,0.3,1
0.9,4165,4,3,2.233,6,2,1,108290,1,0.06,1
20.1,3281,2,2,3.109,1,2,4,85306,0,1.0,0
1.6,6620,3,3,0.715,1,2,1,172120,0,0.107,1
15.4,9619,3,3,1.733,1,1,4,250094,1,1.0,1
14.8,4635,3,4,0.877,4,2,5,120510,1,0.987,1
2.3,10446,4,3,0.428,6,2,5,271596,0,0.153,1
1.6,13416,4,3,0.465,3,1,3,348816,0,0.107,0
7.1,10033,4,4,1.369,10,2,1,260858,0,0.473,1
11.8,4125,4,4,2.723,2,2,2,107250,0,0.787,1
5.4,1171,3,2,0.655,1,3,1,30446,1,0.36,1
2.9,2090,3,2,0.781,11,3,5,54340,1,0.193,1
2.3,5185,4,4,2.334,6,1,0,134810,0,0.153,1
0.9,5468,4,2,2.237,7,3,3,142168,0,0.06,1
9.1,6426,1,2,1.157,4,1,1,167076,0,0.607,0
27.1,7966,3,4,0.799,7,1,2,207116,1,1.0,1
30.0,20826,4,4,0.8,4,1,3,541476,1,1.0,1
5.8,9391,3,3,1.377,3,1,2,244166,1,0.387,0
6.2,3363,1,4,0.258,3,2,5,87438,0,0.413,0
3.0,5666,1,4,2.653,11,2,4,147316,0,0.2,1
4.6,16679,4,2,0.999,7,1,4,433654,1,0.307,1
1.8,7425,3,1,1.437,3,2,5,193050,0,0.12,0
9.4,7739,4,4,2.154,1,1,1,201214,0,0.627,1
3.0,5757,4,1,1.598,1,1,1,149682,1,0.2,1
10.8,8491,4,4,1.692,9,1,0,220766,1,0.72,1
4.5,3153,4,2,1.797,10,2,5,81978,0,0.3,0
12.1,9317,1,3,1.789,11,2,2,242242,0,0.807,1
10.0,4646,3,3,2.576,1,1,2,120796,0,0.667,0
2.9,7895,4,2,1.36,0,1,3,205270,1,0.193,1
7.1,1976,1,4,3.323,6,1,0,51376,0,0.473,0
5.0,7648,4,2,2.179,7,1,0,198848,0,0.333,0
3.3,6362,2,2,1.939,11,2,1,165412,0,0.22,1
8.0,15249,4,2,0.905,8,2,3,396474,1,0.533,0
5.3,3475,2,4,0.355,0,1,2,90350,0,0.353,1
2.6,9998,2,4,1.667,8,2,0,259948,1,0.173,1
5.4,5043,4,4,0.601,9,3,4,131118,0,0.36,0
8.8,6271,4,4,0.813,0,2,2,163046,0,0.587,1
2.8,18578,3,4,0.897,10,1,1,483028,1,0.187,1
2.2,10495,4,1,1.054,4,1,0,272870,1,0.147,1
9.7,12028,2,4,1.358,7,2,5,312728,1,0.647,1
4.4,14085,4,3,0.433,3,1,5,366210,0,0.293,1
2.0,2177,4,2,2.435,9,2,3,56602,0,0.133,1
5.7,2893,4,2,0.403,3,2,3,75218,1,0.38,1
5.6,7208,1,1,0.351,11,1,1,187408,0,0.373,1
4.6,6336,4,3,0.815,3,2,2,164736,0,0.307,1
4.2,2557,4,3,0.534,8,2,5,66482,1,0.28,1
0.8,8152,2,3,1.627,5,2,5,211952,1,0.053,1
0.7,4460,2,4,1.323,7,2,5,115960,1,0.047,1
4.2,6745,4,3,0.361,5,2,1,175370,1,0.28,0
0.5,5484,2,3,0.219,4,1,3,142584,1,0.033,0
1.5,4453,4,3,0.883,8,2,1,115778,0,0.1,1
5.4,5999,4,2,0.845,4,2,5,155974,0,0.36,0
5.5,5562,4,4,0.455,0,2,2,144612,1,0.367,1
3.7,1786,2,4,3.154,7,3,5,46436,0,0.247,0
4.2,5527,2,4,0.289,0,2,4,143702,0,0.28,1
12.4,7771,3,3,2.145,7,2,0,202046,1,0.827,0
2.7,6856,4,3,0.35,0,2,4,178256,1,0.18,1
8.1,6435,3,3,0.85,1,2,3,167310,0,0.54,1
10.7,7260,3,4,0.331,5,2,3,188760,0,0.713,1
1.7,2863,3,4,0.768,5,1,0,74438,0,0.113,1
5.3,12285,4,3,1.202,1,1,0,319410,0,0.353,0
2.3,2705,4,3,1.725,8,2,2,70330,1,0.153,1
3.1,4346,3,1,1.963,8,3,4,112996,0,0.207,1
2.3,4273,3,2,1.716,5,3,0,111098,1,0.153,1
2.5,33312,3,4,0.24,10,1,4,866112,1,0.167,1
6.6,2764,3,4,0.543,0,2,2,71864,0,0.44,1
16.9,3440,3,3,1.928,6,3,1,89440,0,1.0,1
12.0,9589,4,2,1.738,4,2,2,249314,1,0.8,1
4.2,6114,4,2,1.39,4,2,1,158964,0,0.28,1
1.9,4640,4,4,1.774,6,2,1,120640,1,0.127,1
4.3,1113,4,4,0.869,10,3,4,28938,1,0.287,1
9.8,11216,3,3,1.486,9,2,1,291616,0,0.653,1
0.6,8898,1,4,1.873,2,3,4,231348,0,0.04,1
17.6,3462,3,3,1.252,4,1,2,90012,0,1.0,1
6.3,4446,4,4,2.009,3,2,4,115596,1,0.42,1
3.8,9222,3,4,1.457,2,2,0,239772,1,0.253,1
4.8,5355,3,2,3.112,5,3,5,139230,1,0.32,0
1.1,3045,4,4,1.664,11,3,2,79170,0,0.073,1
35.8,6814,4,4,2.446,8,1,0,177164,1,1.0,1
6.9,2473,1,2,1.065,4,2,3,64298,0,0.46,1
6.3,4541,4,3,0.866,4,2,3,118066,0,0.42,0
7.0,7009,4,2,2.378,10,1,5,182234,1,0.467,1
7.9,14280,4,3,1.167,9,1,0,371280,0,0.527,1
4.1,6295,4,3,2.648,5,2,1,163670,0,0.273,0
1.0,10367,3,2,0.881,11,1,3,269542,1,0.067,0
2.8,7257,4,2,2.297,5,3,4,188682,0,0.187,0
9.0,9608,1,2,1.551,5,2,3,249808,1,0.6,0
15.3,9133,4,4,1.825,2,1,3,237458,1,1.0,1
1.9,11226,1,2,0.597,8,2,0,291876,1,0.127,0
2.7,3740,4,3,1.898,0,2,4,97240,1,0.18,1
6.3,6743,4,3,0.578,4,2,5,175318,0,0.42,1
3.9,8357,4,2,1.404,2,3,1,217282,1,0.26,1
3.2,12257,3,3,1.36,0,2,1,318682,1,0.213,1
4.6,7499,4,4,1.085,8,2,5,194974,1,0.307,1
5.4,11730,3,4,0.523,0,2,0,304980,0,0.36,1
3.9,9258,4,4,1.8,8,1,5,240708,1,0.26,1
2.7,5837,2,2,2.855,11,2,1,151762,0,0.18,1
1.1,8579,2,3,1.943,6,1,1,223054,1,0.073,1
8.1,8732,3,2,1.145,4,1,4,227032,1,0.54,0
7.4,9753,3,4,1.36,4,2,3,253578,0,0.493,0
1.9,5442,4,3,1.041,1,1,5,141492,0,0.127,0
0.8,1907,3,3,2.132,10,3,4,49582,0,0.053,1
0.6,3463,3,1,0.895,2,2,5,90038,1,0.04,1
21.4,3607,3,2,1.377,7,2,1,93782,1,1.0,0
1.4,4271,3,4,1.327,5,1,0,111046,0,0.093,1
1.2,1688,4,3,0.691,7,3,4,43888,1,0.08,0
1.7,2631,4,3,0.735,9,1,5,68406,1,0.113,1
8.1,5758,4,4,1.638,11,2,3,149708,1,0.54,0
3.5,2093,3,3,2.102,9,3,1,54418,1,0.233,1
6.6,4070,4,3,3.227,2,3,2,105820,1,0.44,1
1.7,6819,4,4,0.269,11,2,2,177294,1,0.113,1
20.1,4572,4,2,0.926,2,1,4,118872,1,1.0,0
5.8,5611,3,4,0.279,1,2,1,145886,0,0.387,1
1.7,3679,4,4,2.7,11,3,3,95654,1,0.113,0
6.7,7471,3,4,0.477,9,2,0,194246,0,0.447,1
2.3,3134,3,4,0.468,1,1,1,81484,1,0.153,1
9.1,7131,4,4,1.786,2,1,1,185406,1,0.607,1
0.9,6746,3,3,2.471,5,1,2,175396,0,0.06,1
13.2,4467,4,2,1.709,2,2,2,116142,1,0.88,0
11.2,3363,4,4,2.815,4,2,5,87438,0,0.747,0
7.2,4030,4,4,2.126,11,3,4,104780,1,0.48,1
1.1,9400,4,4,0.628,6,2,0,244400,1,0.073,0
1.2,3423,3,2,2.045,3,3,5,88998,1,0.08,1
6.7,3475,4,2,1.113,4,2,1,90350,1,0.447,0
9.2,1806,4,4,0.775,7,2,3,46956,1,0.613,1
0.8,8510,3,4,1.958,2,1,4,221260,1,0.053,1
2.0,5206,4,3,0.941,6,1,0,135356,1,0.133,1
10.4,7381,3,4,0.998,6,2,5,191906,1,0.693,1
4.4,14438,3,3,1.154,5,1,1,375388,0,0.293,1
17.6,5355,4,3,3.075,9,2,0,139230,1,1.0,1
4.6,5664,3,2,2.837,11,1,2,147264,0,0.307,1
2.7,3923,2,4,1.181,6,1,5,101998,0,0.18,1
4.5,6364,3,2,2.514,2,1,0,165464,1,0.3,1
1.5,10748,1,2,1.551,4,3,2,279448,1,0.1,0
3.0,2303,1,2,0.941,7,1,2,59878,0,0.2,1
3.5,13178,2,3,0.868,9,2,5,342628,0,0.233,0
14.4,8161,2,4,2.042,8,2,5,212186,1,0.96,1
3.3,4432,3,3,3.249,8,2,4,115232,1,0.22,1
0.5,5215,2,4,2.384,4,1,5,135590,1,0.033,1
7.3,11608,3,3,1.436,4,2,4,301808,1,0.487,1
13.5,37797,2,2,0.441,8,1,3,982722,0,0.9,1
19.4,2430,4,3,3.374,1,3,3,63180,0,1.0,0
7.7,4137,4,1,1.499,6,2,4,107562,1,0.513,0
2.3,1996,2,1,0.468,10,2,0,51896,1,0.153,0
11.0,3778,4,3,2.135,10,1,4,98228,1,0.733,1
1.5,5995,4,4,2.78,4,1,1,155870,0,0.1,1
10.5,11788,3,3,1.092,6,1,3,306488,1,0.7,1
4.0,13183,4,4,1.264,7,2,2,342758,1,0.267,1
0.8,6356,4,4,2.622,8,1,1,165256,1,0.053,1
5.6,4362,4,2,1.131,6,3,0,113412,1,0.373,0
3.0,8288,4,3,2.011,11,2,2,215488,1,0.2,0
27.6,5151,4,3,2.679,7,1,5,133926,0,1.0,1
15.8,6561,3,3,1.707,10,1,5,170586,0,1.0,0
1.6,7993,2,4,2.085,4,1,4,207818,0,0.107,1
1.4,2962,4,1,0.45,0,3,3,77012,1,0.093,1
8.2,2667,4,3,2.65,7,2,3,69342,1,0.547,0
3.6,13230,1,4,1.26,7,1,5,343980,0,0.24,1
3.6,5702,3,4,0.351,10,1,1,148252,1,0.24,0
8.1,11780,3,4,1.415,10,2,0,306280,1,0.54,1
0.6,6080,4,3,2.374,10,1,1,158080,1,0.04,0
4.3,2131,3,4,2.55,4,2,2,55406,1,0.287,0
2.6,5857,3,3,0.575,4,2,5,152282,1,0.173,1
1.5,5363,2,2,2.231,5,2,3,139438,1,0.1,0
1.6,4911,4,4,0.984,8,1,4,127686,1,0.107,1
2.1,11781,4,4,1.415,2,1,3,306306,1,0.14,1
5.7,8911,4,3,1.661,1,1,2,231686,1,0.38,1
9.8,3315,4,3,2.524,11,3,2,86190,1,0.653,1
12.8,7249,2,4,2.299,1,1,4,188474,1,0.853,0
6.3,3879,4,3,2.183,1,2,2,100854,0,0.42,1
8.5,7252,3,4,1.733,7,2,5,188552,1,0.567,0
9.4,15819,3,3,1.054,9,1,3,411294,1,0.627,1
6.9,9667,4,4,1.724,4,1,0,251342,1,0.46,0
4.3,4432,2,3,0.444,3,2,0,115232,1,0.287,1
1.2,6435,4,2,2.507,6,2,3,167310,0,0.08,1
10.3,8378,4,4,1.989,0,1,2,217828,0,0.687,1
14.8,10587,2,3,0.882,0,1,3,275262,1,0.987,1
6.0,17046,3,2,0.978,1,2,1,443196,1,0.4,1
1.8,1277,1,4,2.088,8,1,2,33202,0,0.12,1
5.6,7642,3,4,0.724,0,2,2,198692,0,0.373,1
3.1,8218,4,4,2.028,5,1,2,213668,1,0.207,1
6.2,4786,4,4,0.62,10,1,3,124436,0,0.413,0
7.0,4899,1,2,2.681,4,1,0,127374,0,0.467,0
3.1,2348,4,4,3.393,3,3,0,61048,0,0.207,1
8.7,6728,3,4,2.477,9,2,0,174928,1,0.58,1
4.3,16907,3,1,0.986,5,1,1,439582,1,0.287,1
11.8,7803,4,4,0.436,7,2,5,202878,1,0.787,0
1.3,4859,3,3,0.638,2,1,1,126334,1,0.087,0
7.9,1407,3,3,2.322,10,3,0,36582,0,0.527,1
2.3,2455,2,3,1.358,7,1,5,63830,1,0.153,0
15.8,3269,1,4,2.253,4,3,3,84994,0,1.0,1
0.7,5071,3,4,0.381,6,2,1,131846,1,0.047,1
8.9,2071,2,3,0.596,6,2,0,53846,0,0.593,1
4.0,1968,2,4,3.371,6,1,0,51168,1,0.267,1
12.9,4364,1,3,1.963,0,2,4,113464,1,0.86,1
0.9,7590,4,2,0.733,5,1,0,197340,0,0.06,0
1.0,10429,4,3,1.598,3,2,3,271154,0,0.067,0
17.4,1313,4,2,1.066,1,2,4,34138,1,1.0,1
5.9,3342,3,2,2.184,6,2,4,86892,1,0.393,0
7.1,3366,4,2,1.515,3,1,2,87516,1,0.473,1
3.4,3796,2,3,2.547,11,2,4,98696,0,0.227,1
8.0,6072,3,2,2.157,5,1,4,157872,0,0.533,0
17.0,1611,4,3,1.904,10,3,3,41886,1,1.0,0
7.8,6489,3,4,0.257,0,1,1,168714,1,0.52,1
2.4,5192,4,3,2.632,1,2,2,134992,0,0.16,1
9.4,5127,1,3,1.924,0,2,5,133302,0,0.627,1
6.7,14230,4,4,1.01,10,1,3,369980,0,0.447,1
17.2,1751,3,1,1.618,7,2,2,45526,1,1.0,0
0.7,9303,2,4,0.236,6,1,1,241878,0,0.047,1
2.6,3755,4,4,1.465,11,2,0,97630,1,0.173,0
2.0,6838,2,2,1.394,9,2,2,177788,0,0.133,0
1.1,4348,4,2,0.897,4,1,0,113048,1,0.073,0
11.9,4272,4,3,0.975,11,1,4,111072,1,0.793,0
9.1,2623,3,4,2.033,6,2,1,68198,0,0.607,1
6.0,1670,2,3,2.595,9,2,4,43420,1,0.4,0
11.2,5120,4,4,1.719,5,1,5,133120,1,0.747,1
6.1,1914,4,4,2.281,3,2,0,49764,1,0.407,1
3.5,6098,3,2,0.809,6,2,1,158548,0,0.233,1
6.4,3267,3,3,3.245,7,3,5,84942,1,0.427,1
3.2,4435,4,3,0.436,9,2,0,115310,0,0.213,1
15.7,4088,4,4,2.544,4,3,3,106288,0,1.0,1
2.7,8189,4,2,2.035,4,1,2,212914,0,0.18,1
3.2,3232,1,3,2.96,0,1,4,84032,1,0.213,1
10.0,17968,4,4,0.781,4,2,2,467168,0,0.667,1
4.1,18997,3,1,0.405,0,1,0,493922,1,0.273,1
1.4,4666,1,4,1.615,11,3,2,121316,0,0.093,1
1.1,18395,1,3,0.899,5,1,5,478270,0,0.073,0
3.0,6938,4,2,1.523,6,2,5,180388,0,0.2,0
2.0,2495,2,4,2.846,0,3,2,64870,0,0.133,1
0.5,5371,4,4,0.788,5,3,2,139646,0,0.033,1
1.0,5489,4,3,3.036,1,2,5,142714,1,0.067,1
4.0,11289,4,3,1.476,6,1,3,293514,0,0.267,0
1.7,4585,2,4,0.705,7,2,0,119210,1,0.113,0
10.3,8299,4,4,0.687,4,2,3,215774,1,0.687,1
1.5,3714,2,3,2.684,11,2,3,96564,0,0.1,1
3.5,11658,3,3,1.43,2,2,5,303108,1,0.233,1
8.5,22632,4,3,0.736,3,2,4,588432,0,0.567,1
9.3,14467,4,4,0.394,2,3,1,376142,1,0.62,1
6.4,2666,4,3,1.988,9,2,3,69316,0,0.427,0
11.4,2796,4,4,2.289,4,3,4,72696,0,0.76,1
2.8,4945,3,3,2.764,3,1,1,128570,0,0.187,1
7.0,7293,3,3,2.285,6,2,1,189618,0,0.467,0
5.9,4044,4,3,2.094,11,3,0,105144,1,0.393,0
22.9,7412,3,2,2.249,10,2,5,192712,0,1.0,1
0.5,3432,4,4,0.845,11,1,3,89232,1,0.033,1
7.9,6206,3,4,0.897,3,3,2,161356,1,0.527,1
1.9,1833,1,4,2.4,10,2,3,47658,0,0.127,1
3.2,9283,1,3,1.795,10,1,2,241358,1,0.213,1
2.0,5052,4,3,1.194,0,1,3,131352,0,0.133,0
5.5,11225,1,2,1.485,2,1,3,291850,0,0.367,0
3.3,28858,4,3,0.578,8,2,3,750308,0,0.22,1
1.1,2229,4,4,2.587,5,1,5,57954,1,0.073,1
4.3,5031,2,4,2.259,11,1,1,130806,1,0.287,1
1.9,12696,4,1,1.313,7,1,0,330096,1,0.127,0
17.6,7140,4,3,0.798,8,1,1,185640,1,1.0,1
3.3,11437,4,2,1.457,11,2,1,297362,1,0.22,0
3.7,12850,1,3,1.297,2,2,1,334100,0,0.247,1
2.6,3700,3,4,0.937,11,1,3,96200,1,0.173,1
1.1,5200,2,3,1.641,1,1,2,135200,0,0.073,0
8.8,5298,4,3,0.717,7,3,1,137748,0,0.587,0
16.5,3232,4,3,1.403,3,1,3,84032,0,1.0,0
6.1,2378,3,4,0.407,3,2,5,61828,0,0.407,1
7.3,3746,4,4,1.744,6,3,5,97396,0,0.487,1
5.7,6295,3,1,2.648,2,2,1,163670,0,0.38,1
18.5,3004,3,4,2.952,4,1,2,78104,1,1.0,0
1.4,5406,3,2,2.954,3,1,4,140556,1,0.093,0
6.9,7371,4,3,0.235,8,1,3,191646,1,0.46,1
5.1,5500,4,4,1.267,10,3,5,143000,0,0.34,1
2.7,4599,2,2,2.406,11,1,2,119574,1,0.18,1
1.7,5093,4,4,1.191,2,2,4,132418,1,0.113,0
19.6,1094,3,4,2.651,0,2,1,28444,0,1.0,1
6.3,6491,4,2,2.568,3,2,1,168766,0,0.42,0
7.7,5069,3,4,2.012,3,2,4,131794,1,0.513,1
18.8,8197,3,3,1.171,5,1,3,213122,0,1.0,1
1.9,5507,4,1,3.026,1,1,1,143182,1,0.127,1
10.5,10147,2,3,0.956,5,2,5,263822,0,0.7,1
8.3,2155,4,4,0.232,1,3,3,56030,0,0.553,1
7.0,8190,4,1,2.035,11,2,4,212940,0,0.467,1
19.8,3517,4,3,1.602,3,3,0,91442,0,1.0,1
2.7,7102,3,3,1.99,6,2,3,184652,0,0.18,1
3.0,22119,4,3,0.639,8,1,2,575094,1,0.2,0
5.4,5722,4,4,0.577,6,1,1,148772,1,0.36,0
8.1,5060,3,1,1.891,7,2,1,131560,1,0.54,0
4.8,6865,2,4,2.428,5,2,4,178490,1,0.32,1
6.3,13281,4,1,1.255,2,2,3,345306,0,0.42,1
0.5,5046,4,4,0.509,5,2,2,131196,1,0.033,0
5.5,3590,4,4,1.755,6,2,4,93340,0,0.367,0
19.4,17425,3,3,0.956,9,1,4,453050,1,1.0,1
16.5,5881,4,3,0.516,1,3,2,152906,0,1.0,1
1.7,5835,1,4,2.856,1,2,5,151710,0,0.113,1
7.2,13451,2,2,1.239,3,2,0,349726,1,0.48,1
1.6,2145,4,2,2.409,10,2,5,55770,1,0.107,0
2.5,7930,4,1,1.068,7,3,1,206180,1,0.167,0
1.7,5456,2,4,2.731,0,2,5,141856,0,0.113,0
4.3,2703,1,4,0.259,4,1,4,70278,0,0.287,1
6.6,3466,4,3,2.683,8,2,3,90116,0,0.44,1
3.6,7472,3,4,1.405,11,2,2,194272,1,0.24,1
6.9,2616,4,3,0.535,0,1,2,68016,1,0.46,1
3.3,7973,3,3,2.09,0,1,2,207298,1,0.22,1
0.9,10904,2,3,1.528,1,1,1,283504,0,0.06,1
1.4,3712,4,2,2.622,1,2,1,96512,1,0.093,1
4.1,2555,2,4,3.314,10,2,1,66430,1,0.273,0
6.9,33906,2,2,0.492,2,1,4,881556,1,0.46,1
13.7,3968,2,2,1.193,0,2,5,103168,0,0.913,1
2.2,3696,3,1,3.4,7,1,5,96096,0,0.147,1
14.8,8504,1,4,1.96,3,2,2,221104,0,0.987,1
6.8,11634,2,4,1.433,6,2,2,302484,0,0.453,0
27.4,5118,3,3,2.97,10,1,1,133068,0,1.0,1
3.2,4115,2,3,1.45,2,3,4,106990,0,0.213,0
14.4,8608,2,2,1.936,11,2,0,223808,1,0.96,1
1.1,11841,4,2,1.408,9,1,3,307866,1,0.073,1
7.2,38534,4,4,0.39,9,1,0,1001884,0,0.48,1
11.0,4463,2,4,3.174,5,2,5,116038,1,0.733,0
5.9,7764,3,3,2.147,4,3,1,201864,0,0.393,1
1.7,8326,2,4,2.002,8,2,1,216476,0,0.113,1
3.4,8750,4,4,0.838,8,2,3,227500,1,0.227,1
11.7,12906,4,2,1.291,5,1,0,335556,0,0.78,1
11.4,5594,3,4,2.461,11,2,1,145444,1,0.76,1
6.0,7826,4,1,1.989,9,2,5,203476,1,0.4,0
5.7,6275,4,1,2.375,2,1,3,163150,1,0.38,1
7.2,4560,4,3,1.184,10,1,1,118560,1,0.48,1
13.2,9814,2,4,0.656,8,1,0,255164,1,0.88,1
5.9,2776,4,4,0.877,8,3,5,72176,0,0.393,1
7.5,9156,4,1,1.82,1,2,1,238056,1,0.5,0
5.1,4015,2,2,1.984,11,1,5,104390,1,0.34,0
1.7,6193,3,4,1.297,5,1,0,161018,0,0.113,0
5.0,7126,2,4,2.339,1,2,2,185276,0,0.333,0
1.7,6080,1,2,1.343,5,1,0,158080,0,0.113,0
5.6,2991,3,2,2.095,0,2,1,77766,0,0.373,1
1.9,6702,4,3,2.044,3,2,5,174252,1,0.127,1
10.0,12423,4,3,1.342,10,1,4,322998,1,0.667,1
6.0,3526,2,2,0.86,9,1,1,91676,0,0.4,1
4.6,12489,4,4,0.699,8,1,0,324714,0,0.307,1
1.1,14845,2,4,1.123,0,2,0,385970,0,0.073,1
3.0,15739,4,3,1.059,3,1,1,409214,0,0.2,1
7.3,4286,4,4,2.395,1,2,0,111436,0,0.487,1
6.4,8798,1,3,1.894,10,1,1,228748,0,0.427,0
4.6,8428,4,2,0.316,11,1,4,219128,0,0.307,1
6.8,2537,3,3,0.355,0,3,1,65962,0,0.453,0
1.2,1830,1,4,1.166,8,3,3,47580,1,0.08,1
17.8,20830,2,4,0.8,5,2,2,541580,1,1.0,1
5.9,4233,3,3,0.646,11,2,0,110058,1,0.393,1
6.3,2519,2,2,1.376,0,3,1,65494,0,0.42,0
1.0,8046,1,3,2.071,2,1,2,209196,0,0.067,0
2.2,5157,2,3,3.232,5,2,1,134082,1,0.147,1
2.6,3681,4,4,0.407,4,3,1,95706,0,0.173,1
3.9,5841,4,4,2.785,3,1,2,151866,0,0.26,1
1.0,2281,4,4,1.315,11,2,3,59306,1,0.067,1
3.8,5534,3,1,2.138,1,2,5,143884,1,0.253,1
6.6,4963,4,3,1.101,2,2,3,129038,1,0.44,1
0.8,18250,4,3,0.913,3,2,1,474500,1,0.053,1
0.7,5583,4,3,2.466,6,1,2,145158,1,0.047,1
0.5,3645,4,4,1.939,5,2,1,94770,1,0.033,1
19.0,5512,3,3,0.321,2,2,4,143312,1,1.0,0
8.0,2370,2,3,0.619,10,2,2,61620,1,0.533,0
4.7,13413,4,4,1.243,6,2,1,348738,1,0.313,1
1.0,11611,1,1,1.435,1,1,3,301886,0,0.067,1
4.0,5696,4,2,1.241,10,1,2,148096,1,0.267,0
9.9,5835,4,1,2.205,11,3,0,151710,0,0.66,1
9.1,8798,4,4,1.625,7,2,5,228748,1,0.607,1
11.9,3393,3,4,0.56,9,2,5,88218,0,0.793,1
13.5,4710,2,3,3.192,0,2,4,122460,1,0.9,0
17.5,3112,4,1,0.546,1,2,4,80912,1,1.0,1
7.2,2907,1,4,0.849,1,2,4,75582,1,0.48,1
7.1,6741,3,3,1.938,7,3,4,175266,1,0.473,1
8.6,2247,2,3,3.471,2,2,1,58422,1,0.573,1
16.3,7854,3,4,2.122,4,2,0,204204,0,1.0,1
1.4,2480,3,4,0.484,11,3,0,64480,0,0.093,1
6.8,4737,3,4,1.562,3,2,3,123162,1,0.453,1
16.5,8094,3,4,2.059,6,2,1,210444,1,1.0,1
8.1,8334,4,4,2.0,11,2,4,216684,1,0.54,1
14.6,7461,3,2,1.367,6,2,3,193986,1,0.973,0
4.6,6501,4,4,2.564,8,1,5,169026,0,0.307,1
1.2,5842,3,4,2.573,9,1,2,151892,0,0.08,1
7.5,1339,4,1,0.946,4,2,4,34814,1,0.5,1
15.2,3132,3,1,0.277,0,2,4,81432,0,1.0,0
1.9,6881,2,3,1.361,6,2,3,178906,1,0.127,1
4.6,10001,3,1,1.667,10,1,0,260026,1,0.307,0
13.1,7510,4,3,2.219,4,1,2,195260,0,0.873,1
18.4,2405,2,4,3.008,7,1,3,62530,0,1.0,1
4.0,4112,4,4,2.067,8,2,5,106912,1,0.267,1
10.1,4140,4,3,2.44,4,2,5,107640,0,0.673,1
2.8,9151,2,3,0.291,0,1,0,237926,0,0.187,1
7.2,5115,3,3,1.603,7,1,2,132990,1,0.48,1
0.7,15534,3,3,1.073,11,2,0,403884,1,0.047,1
4.1,6367,3,3,1.686,9,2,2,165542,1,0.273,1
7.5,6697,4,3,2.489,10,1,0,174122,1,0.5,1
0.6,7436,4,3,0.834,11,1,2,193336,1,0.04,1
4.0,9998,4,3,0.6,5,1,4,259948,1,0.267,1
1.3,5349,4,3,1.782,7,2,5,139074,0,0.087,1
8.2,4815,2,4,0.685,2,1,0,125190,0,0.547,1
2.4,17062,3,4,0.977,0,1,2,443612,0,0.16,1
1.9,11955,4,3,1.394,4,1,3,310830,1,0.127,1
5.8,5500,4,4,3.03,10,2,2,143000,1,0.387,1
1.2,6154,4,3,1.246,5,2,0,160004,1,0.08,0
2.0,14183,2,4,1.175,4,1,2,368758,1,0.133,0
2.3,3713,2,4,1.993,7,3,2,96538,1,0.153,0
7.4,6809,3,4,2.448,6,2,2,177034,0,0.493,1
12.0,4407,1,2,1.18,7,2,1,114582,1,0.8,0
5.9,6625,2,3,2.516,1,2,3,172250,0,0.393,1
8.3,5814,3,3,1.881,5,2,0,151164,1,0.553,0
12.2,6574,1,3,2.535,5,1,0,170924,1,0.813,0
4.0,3232,1,4,2.011,9,2,0,84032,1,0.267,0
2.9,3741,4,3,2.887,9,2,1,97266,1,0.193,1
2.5,3180,3,3,1.646,8,2,4,82680,0,0.167,1
2.5,8500,2,3,1.961,6,2,0,221000,1,0.167,1
6.2,8906,4,3,1.871,6,1,1,231556,1,0.413,0
1.2,7137,1,3,0.831,5,2,2,185562,1,0.08,0
12.9,5607,4,3,0.63,6,1,0,145782,1,0.86,1
25.6,3725,4,4,2.89,0,2,2,96850,0,1.0,1
3.8,5152,3,4,2.206,8,1,4,133952,1,0.253,0
15.2,8995,2,4,1.853,9,2,5,233870,1,1.0,0
9.5,7267,3,3,2.293,4,3,4,188942,1,0.633,0
1.0,5959,4,3,1.108,11,1,5,154934,0,0.067,0
1.6,7829,4,4,2.129,10,1,3,203554,1,0.107,1
16.4,3580,4,4,1.955,1,2,3,93080,1,1.0,1
20.9,7075,3,2,2.12,1,1,3,183950,0,1.0,1
1.7,18897,3,3,0.882,11,1,5,491322,1,0.113,1
2.8,2939,3,3,1.259,7,2,2,76414,0,0.187,0
29.7,5245,3,2,2.205,8,2,0,136370,1,1.0,0
0.8,6715,3,2,1.618,5,2,0,174590,0,0.053,1
9.6,13228,3,4,0.441,10,1,1,343928,1,0.64,0
2.3,4661,3,4,2.861,2,2,0,121186,1,0.153,1
9.6,2765,4,4,2.604,7,2,3,71890,1,0.64,0
2.7,7198,1,3,2.315,3,2,0,187148,0,0.18,1
30.9,3465,4,3,0.221,11,3,5,90090,0,1.0,0
9.9,5448,2,4,1.548,4,2,4,141648,0,0.66,1
3.9,8030,1,4,2.076,2,2,2,208780,1,0.26,1
2.7,8311,4,1,1.961,4,2,2,216086,1,0.18,0
19.2,3759,3,4,2.332,8,1,0,97734,0,1.0,1
